source,target,ligand.complex,receptor.complex,aggregate_rank,mean_rank,sca.LRscore,sca.rank,natmi.edge_specificity,natmi.rank,connectome.weight_sc,connectome.rank
TAM_like_stress (HSP-high/M1-like),normal_MPR,GNAI2,EGFR,0.267812325818217,22724.3333333333,0.884467474470837,17437,0.014751193731176,18109,0.499461111612562,32627
normal_MPR,TAM_like_MRC1,APP,TSPAN15,0.267812325818217,20923,0.823130388334633,32627,0.0224382954799991,11058,0.787992697206205,19084
TAM_like_M2 (SIGLEC8+/CCL18+),TAM_like_lipid (CCL18+/AKR+),TIMP1,CD63,0.267825017796002,20326.6666666667,0.904656201966672,12254,0.00789124906779059,35280,0.960660776428018,13446
TAM_like_IFN (PD-L1+/IDO1+/CXCL9+),TAM_like_SPP1,TGFB1,TGFBR1_TGFBR2,0.267836951484156,29054,0.823127722318459,32628,0.0110396653324136,25701,0.572260632052752,28833
TAM_like_IFN (PD-L1+/IDO1+/CXCL9+),tumor_MPR,VEGFA,GPC1,0.267862067846664,22483.6666666667,0.778332936655678,42894,0.0223263549762999,11110,0.960651807443247,13447
tumor_MPR,CD8.TEX,B2M,KLRD1,0.267882142470532,31801,0.949885646674212,2241,0.0131386461530478,20882,-0.464591494942828,72280
tumor_MPR,tumor_MPR,WNT7B,FZD5_LRP5,0.267882142470532,29199.6666666667,0.634061484453037,63879,0.0666284619827085,2241,0.72747247225073,21479
TAM_like_M2 (SIGLEC8+/CCL18+),TAM_like_lipid (CCL18+/AKR+),CD59,STAB1,0.267910837539322,21672.6666666667,0.865685291580191,22210,0.00863640398749745,32631,1.0845017796646,10177
TAM_like_lipid (CCL18+/AKR+),normal_MPR,AREG,EGFR_ERBB2,0.267936174347562,19922,0.779780536837215,42568,0.0489055167387088,3749,0.96053887364517,13449
TAM_like_MRC1,CD8.TPEX,S100A4,CCR5,0.267960102457683,27065,0.882890575840247,17817,0.00922925487059876,30745,0.499343301245182,32633
normal_MPR,TAM_like_M2 (SIGLEC8+/CCL18+),SEMA3E,NRP1,0.267973230797614,24978,0.709616981773984,55226,0.0190955766921732,13450,1.28502258453593,6258
TAM_like_regulatory (glucocorticoid-responsive),CD8.TEX,VIM,CD44,0.26799797070805,25096.6666666667,0.949884336487264,2242,0.00543413549155157,46088,0.609298103101207,26960
