source,target,ligand,receptor,p_value,median_MPR,median_NMPR,n_MPR,n_NMPR,p_adj
IFN-stimulated,CD8.TEX,HLA-F,CD8B,0.863636363636364,1.21441658818396,1.03568607942832,3,9,1
Ciliated,CD8.TEX,NECTIN4,TIGIT,0.785714285714286,0.247779207465771,0.258130052865634,3,5,1
Regulatory,CD8.TEX,HLA-F,CD8B,0.833333333333333,0.953277909788283,0.840452655504951,3,7,1
Regulatory,CD8.TPEX,SECTM1,CD7,0.644461295362125,0.273577290373969,0.437801217867214,3,7,1
Ciliated,CD8.TEX,PIP,NPTN,1,0.0798202883901718,0.0961024771315615,3,5,1
CD8.TEX,Regulatory,TNFSF9,HLA-DPA1,1,0.859268515834403,0.504661726680633,3,7,1
MRC1+ M2-like,CD8.TEX,B2M,CD247,0.727272727272727,2.15076340398972,2.35815426192417,3,9,1
CD8.TEX,Ciliated,ADAM17,ERBB4,0.785714285714286,0.065631093318539,0.131866403296857,3,5,1
CD8.TPEX,SPP1+ immunosuppressive,CCL5,CCRL2,1,0.652114109055975,0.798295014634829,3,7,1
SPP1+ immunosuppressive,CD8.TPEX,HLA-E,CD8B,1,1.91173109730105,1.94653894962234,3,7,1
SPP1+ immunosuppressive,CD8.TEX,TNF,TNFRSF1B,1,0.28296636364744,0.429057258422148,3,7,1
Regulatory,CD8.TEX,THBS1,ITGA4,0.157870586500368,0,0.0491421018352143,3,7,1
IFN-stimulated,CD8.TEX,CD58,CD2,1,0.855661065347375,0.959919196114318,3,9,1
CD8.TPEX,Regulatory,CRTAM,CADM1,0.626779617839388,0,0.0617174607329884,3,7,1
Regulatory,CD8.TPEX,CADM1,CRTAM,0.626779617839388,0,0.0617174607329884,3,7,1
MRC1+ M2-like,CD8.TEX,CD48,CD2,0.145454545454545,0.912604305157665,1.46131087753608,3,9,1
CD8.TPEX,MRC1+ M2-like,CCL5,CCRL2,0.281818181818182,1.20137286387518,0.997373386663852,3,9,1
CD8.TPEX,Resident M2,HLA-A,APLP2,0.383333333333333,8.92991735323868,6.46248592115684,3,7,1
CD8.TPEX,Ciliated,HSP90AA1,ERBB2,0.359396770820519,1.47863342618549,0.48769910390557,3,5,1
SPP1+ immunosuppressive,CD8.TPEX,ICAM1,SPN,0.833333333333333,0.714486824425698,0.816356534235561,3,7,1
CD8.TPEX,Regulatory,TNFSF14,TNFRSF14,0.224113954008856,0.349119441319669,0,3,7,1
IFN-stimulated,CD8.TEX,SPP1,PTGER4,0.781138061908823,0.353887736224866,0.387840392949324,3,9,1
MRC1+ M2-like,CD8.TPEX,FN1,CD44,0.926211743590331,1.54679052603503,1.33331610319327,3,9,1
CD8.TEX,SPP1+ immunosuppressive,TNFSF9,HLA-DPA1,0.833333333333333,0.973321956675698,0.747900651025889,3,7,1
MRC1+ M2-like,CD8.TEX,LGALS1,PTPRC,0.209090909090909,4.68136486894306,5.1465093248445,3,9,1
Resident M2,CD8.TEX,GNAI2,F2R,1,0.52841582856925,0.858175386754968,3,7,1
IFN-stimulated,CD8.TEX,CCL7,CXCR3,1,0.074855319599875,0.0570310127506765,3,9,1
CD8.TEX,Regulatory,FASLG,TNFRSF1A,1,0.37062374149626,0.680134963278292,3,7,1
CD8.TPEX,Regulatory,CD52,SIGLEC10,0.253007497819893,0,1.26506533846586,3,7,1
Ciliated,CD8.TEX,SPON2,ITGA4,0.453355504597787,0.207358555301262,0.0656468505069349,3,5,1
CD8.TEX,SPP1+ immunosuppressive,HMGB1,THBD,0.0666666666666667,0.614495770944596,1.89498975037412,3,7,1
CD8.TPEX,Ciliated,ADAM17,ERBB4,1,0,0.0938887117245621,3,5,1
MRC1+ M2-like,CD8.TEX,ALCAM,CD6,0.863636363636364,0.246913443248413,0.210898453461739,3,9,1
SPP1+ immunosuppressive,CD8.TEX,GNAI2,F2R,1,0.955296587719001,0.978381902583687,3,7,1
Resident M2,CD8.TEX,CD14,ITGA4,0.116666666666667,1.92027679194514,0.857862697557066,3,7,1
CD8.TPEX,SPP1+ immunosuppressive,HMGB1,THBD,0.0333333333333333,0.443413552102313,1.83811531477848,3,7,1
CD8.TEX,Regulatory,SIRPG,CD47,1,0.72422768342065,0.681768874267153,3,7,1
Regulatory,CD8.TEX,CD47,SIRPG,1,0.72422768342065,0.681768874267153,3,7,1
CD8.TEX,Ciliated,GNAI2,PTPRU,0.0357700822324908,0.732253809127708,0.172425934977349,3,5,1
CD8.TEX,Resident M2,HLA-A,LILRB1,0.644461295362125,3.96644535017076,1.70010628987557,3,7,1
SPP1+ immunosuppressive,CD8.TEX,TNF,NOTCH1,0.833333333333333,0.0684721650134572,0.119511020513104,3,7,1
SPP1+ immunosuppressive,CD8.TPEX,ICAM4,ITGA4,0.158258991041952,0,0.0495506640600541,3,7,1
Resident M2,CD8.TPEX,LGALS9,SLC1A5,0.0396348104592012,0,0.915952664609705,3,7,1
CD8.TEX,SPP1+ immunosuppressive,CD96,PVR,1,0.144202142219795,0.138201962579826,3,7,1
MRC1+ M2-like,CD8.TEX,GNAI2,F2R,0.727272727272727,0.940909978176029,0.937398607923292,3,9,1
IFN-stimulated,CD8.TPEX,FN1,ITGA4_ITGB1,0.64332106041747,0.871079895047378,0.464169445199612,3,9,1
CD8.TEX,Ciliated,HSP90AA1,ERBB2,0.0719240820130502,0.938547419373711,0.361875847142378,3,5,1
IFN-stimulated,CD8.TEX,GNAI2,CXCR3,0.727272727272727,0.909824003641061,1.08224147060963,3,9,1
CD8.TPEX,Resident M2,TNFSF14,LTBR,0.166232763440515,0.754359485915277,0.240278412123378,3,7,1
CD8.TEX,Resident M2,CCL5,CCR5,1,0.989193729023948,0.990911464581411,3,7,1
SPP1+ immunosuppressive,CD8.TPEX,SPP1,PTGER4,0.0210352600305067,0,0.731940040608152,3,7,1
CD8.TEX,Ciliated,CCL5,SDC1,0.368227133821696,0.888294634022952,0.566474434404243,3,5,1
Regulatory,CD8.TPEX,ITGB2,CD226,0.106279144966816,0,1.32632292581993,3,7,1
Resident M2,CD8.TEX,GNAI2,CXCR3,1,0.638689552456822,0.739604075485124,3,7,1
Resident M2,CD8.TPEX,ICAM1,SPN,0.908994045880185,0.942998747426731,0.596688659508328,3,7,1
Ciliated,CD8.TEX,CD55,ADGRE5,0.785714285714286,0.973495113140288,0.34973317231649,3,5,1
CD8.TPEX,SPP1+ immunosuppressive,GZMB,IGF2R,0.239677723218463,0,1.12082947616788,3,7,1
CD8.TEX,MRC1+ M2-like,SIRPG,CD47,0.727272727272727,0.918362443719857,0.776916498307093,3,9,1
MRC1+ M2-like,CD8.TEX,CD47,SIRPG,0.727272727272727,0.918362443719857,0.776916498307093,3,9,1
CD8.TPEX,Ciliated,S100A4,ERBB3,0.541192898741999,0,0.647320734740422,3,5,1
SPP1+ immunosuppressive,CD8.TEX,GNAI2,CXCR3,1,0.826482969807057,0.993585268064661,3,7,1
Resident M2,CD8.TPEX,DLL1,NOTCH1,1,0,0,3,7,1
IFN-stimulated,CD8.TPEX,LGALS1,PTPRC,0.6,5.64825917812098,4.91668448873497,3,9,1
Ciliated,CD8.TEX,HLA-F,CD8A,0.571428571428571,2.73675715590574,2.03744465938915,3,5,1
Resident M2,CD8.TPEX,B2M,CD247,0.626779617839388,0,0.717034632700944,3,7,1
CD8.TEX,IFN-stimulated,CD96,PVR,0.777690598193744,0.122065142731745,0.109113274858688,3,9,1
MRC1+ M2-like,CD8.TPEX,CD58,CD2,1,0.679703293787509,0.682717308175849,3,9,1
Ciliated,CD8.TPEX,HLA-DRB1,LAG3,0.548595465799934,0,1.44911603883312,3,5,1
CD8.TEX,MRC1+ M2-like,TNFSF9,HLA-DPA1,1,0.908804450058246,0.689874954227332,3,9,1
CD8.TPEX,Regulatory,TNFSF14,LTBR,0.647505768426638,0.805604094388407,0.616518136689977,3,7,1
MRC1+ M2-like,CD8.TPEX,ITGB2,CD226,0.19242200454578,0,0.863545347997893,3,9,1
SPP1+ immunosuppressive,CD8.TEX,HLA-DRB5,LAG3,0.647505768426638,0.142928442840899,0.30321094904058,3,7,1
Ciliated,CD8.TPEX,SLPI,PLSCR1,0.525234049633751,0,0.73979783487941,3,5,1
Ciliated,CD8.TEX,CALM1,FAS,1,0.947584173536842,0.7623477363664,3,5,1
MRC1+ M2-like,CD8.TEX,GNAI2,CXCR3,0.727272727272727,0.762312442560676,1.15952059848914,3,9,1
MRC1+ M2-like,CD8.TPEX,CD48,CD2,0.0363636363636364,0.870384462685151,1.23328908243579,3,9,1
SPP1+ immunosuppressive,CD8.TEX,COL3A1,ITGA1_ITGB1,0.157870586500368,0,0.0352991655867526,3,7,1
MRC1+ M2-like,CD8.TPEX,LGALS9,SLC1A5,0.0639911269192299,0,1.25671228802244,3,9,1
SPP1+ immunosuppressive,CD8.TPEX,ITGB2,CD226,0.109530971677927,0,1.16280355040745,3,7,1
SPP1+ immunosuppressive,CD8.TEX,PLAU,ITGB1,0.383333333333333,1.12870453265669,1.90852281655404,3,7,1
CD8.TEX,SPP1+ immunosuppressive,SIRPG,CD47,1,0.699371186710141,0.72899023738399,3,7,1
SPP1+ immunosuppressive,CD8.TEX,CD47,SIRPG,1,0.699371186710141,0.72899023738399,3,7,1
CD8.TPEX,IFN-stimulated,TNFSF14,TNFRSF14,0.576420822910323,0.391298930079015,0.187410750714225,3,9,1
CD8.TEX,Regulatory,HMGB1,TLR2,1,0.857574863434195,0.93661700274934,3,7,1
CD8.TPEX,Regulatory,HMGB1,TLR2,0.817520602641764,0.218605843664062,0.838890937977338,3,7,1
CD8.TEX,Resident M2,B2M,TFRC,1,4.19143828143739,4.86172748609916,3,7,1
CD8.TEX,SPP1+ immunosuppressive,TIGIT,PVR,1,0.109492402496193,0.0830340579854501,3,7,1
IFN-stimulated,CD8.TPEX,SPP1,ITGA4_ITGB1,0.19242200454578,0,0.408512409295796,3,9,1
IFN-stimulated,CD8.TPEX,B2M,CD247,0.693033384230254,0,0.680375212602072,3,9,1
IFN-stimulated,CD8.TPEX,FN1,CD44,0.263891390522455,0,1.03878095803985,3,9,1
CD8.TPEX,Ciliated,COL6A3,SDC1,1,0,0,3,5,1
SPP1+ immunosuppressive,CD8.TPEX,ICOSLG,ICOS,0.908994045880185,0.0244310337625654,0.0872973322598515,3,7,1
SPP1+ immunosuppressive,CD8.TEX,SPP1,ITGA4_ITGB1,0.183333333333333,0.560848157238154,1.00227944461238,3,7,1
Ciliated,CD8.TPEX,APP,RPSA,0.652782845261911,2.02036240844898,1.04521200733488,3,5,1
Ciliated,CD8.TPEX,MYL9,CD69,1,0,0.0721725750468424,3,5,1
IFN-stimulated,CD8.TEX,LGALS1,PTPRC,1,4.59855114397643,4.79989647643977,3,9,1
Ciliated,CD8.TPEX,CD55,ADGRE5,0.880791022511061,0.682512431137935,0.437631802362806,3,5,1
CD8.TEX,IFN-stimulated,TIGIT,PVR,0.92502181616555,0.108648251243391,0.0888695126273839,3,9,1
SPP1+ immunosuppressive,CD8.TPEX,C1QB,C1QBP,0.0649095140443013,0,1.71653099039518,3,7,1
SPP1+ immunosuppressive,CD8.TPEX,CD80,CTLA4,0.0396348104592012,0,0.22011961404869,3,7,1
MRC1+ M2-like,CD8.TPEX,HLA-E,KLRC1_KLRD1,1,1.02378943239991,1.47137145627434,3,9,1
CD8.TEX,Resident M2,SPN,SIGLEC1,0.56763538459492,0.150149349601128,0.571845136323284,3,7,1
CD8.TPEX,IFN-stimulated,FASLG,TNFRSF1A,0.263891390522455,0,0.460371737641208,3,9,1
Regulatory,CD8.TPEX,THBS1,ITGA4,0.416074702812503,0,0,3,7,1
CD8.TPEX,SPP1+ immunosuppressive,COL6A3,CD44,0.465758969401827,0,0.105303037336254,3,7,1
IFN-stimulated,CD8.TPEX,CD58,CD2,0.727272727272727,0.954059963681908,0.670085359041222,3,9,1
CD8.TEX,SPP1+ immunosuppressive,HMGB1,TLR2,0.0333333333333333,0.710872209187207,1.40030497680034,3,7,1
IFN-stimulated,CD8.TEX,CD59,CD2,0.6,1.15224965346067,1.13078476265965,3,9,1
CD8.TPEX,SPP1+ immunosuppressive,HMGB1,TLR2,0.0666666666666667,0.497207407755267,1.47586097600804,3,7,1
CD8.TEX,SPP1+ immunosuppressive,CD52,SIGLEC10,0.383333333333333,0.457625842632261,1.20061942799568,3,7,1
IFN-stimulated,CD8.TEX,CCL3,CCR5,0.863636363636364,0.793423311435715,0.737468156158378,3,9,1
CD8.TEX,Resident M2,TNFSF9,HLA-DPA1,1,0.759960489751543,0.641282261505992,3,7,1
CD8.TEX,SPP1+ immunosuppressive,ENTPD1,ADORA3,0.833333333333333,0.210621460539169,0.14187585934791,3,7,1
CD8.TEX,Resident M2,HMGB1,CD163,0.383333333333333,1.94403034328013,2.58121343537737,3,7,1
CD8.TPEX,MRC1+ M2-like,TIGIT,PVR,0.510043697433309,0.180654456879669,0.0987628126337579,3,9,1
IFN-stimulated,CD8.TPEX,SPP1,CD44,0.781138061908823,0.785577030093484,1.17760493523303,3,9,1
CD8.TPEX,MRC1+ M2-like,TNFSF14,TNFRSF14,0.258763117768986,0.475202929059445,0.0831754379528097,3,9,1
Ciliated,CD8.TPEX,CALM1,FAS,0.126630457947617,0,0.924042434802728,3,5,1
CD8.TEX,Resident M2,HLA-F,LILRB1,0.817520602641764,1.03899986206396,0.676166877189166,3,7,1
SPP1+ immunosuppressive,CD8.TPEX,CCL3,CCR5,0.607564832812376,0,0,3,7,1
Ciliated,CD8.TPEX,SPON2,ITGA4,1,0,0.0487458692638104,3,5,1
SPP1+ immunosuppressive,CD8.TEX,LGALS3,LAG3,0.833333333333333,1.26014074550438,1.37752675414288,3,7,1
CD8.TPEX,Resident M2,HMGB1,CD163,0.516666666666667,1.99557451815184,2.63505409135022,3,7,1
Regulatory,CD8.TEX,ICOSLG,CTLA4,0.819168181753721,0.158447600060593,0.131216657342829,3,7,1
CD8.TEX,SPP1+ immunosuppressive,CSF1,SIRPA,0.516666666666667,0.501809669488466,0.676138367169963,3,7,1
CD8.TPEX,IFN-stimulated,CCL4,CCR5,0.64332106041747,0.631661620179399,0.831549553117534,3,9,1
CD8.TPEX,MRC1+ M2-like,TNFSF14,LTBR,0.351835987518778,0.607376093497456,0.361680631082408,3,9,1
Resident M2,CD8.TEX,PDCD1LG2,PDCD1,0.410476778864909,0.228836955138387,0.13702714994073,3,7,1
SPP1+ immunosuppressive,CD8.TEX,NECTIN2,CD96,0.0666666666666667,0.250341027339994,0.70981469392422,3,7,1
CD8.TEX,Regulatory,HMGB1,CD163,0.0666666666666667,2.79634620982963,4.12624486066775,3,7,1
MRC1+ M2-like,CD8.TPEX,C1QB,C1QBP,0.0902692531325873,0,1.37416184271419,3,9,1
Regulatory,CD8.TEX,CD14,ITGA4,0.383333333333333,1.34935529471417,1.03507298019404,3,7,1
Resident M2,CD8.TPEX,B2M,KLRC1,0.330787406070816,0,0.535177070973796,3,7,1
CD8.TEX,Resident M2,CD96,PVR,0.36880340134896,0.0958796609669655,0,3,7,1
IFN-stimulated,CD8.TPEX,B2M,KLRC1,0.323713862074895,0,0.547410665746337,3,9,1
Ciliated,CD8.TPEX,NECTIN4,TIGIT,0.453355504597787,0.612299494972432,0.265954391035716,3,5,1
IFN-stimulated,CD8.TPEX,PDCD1LG2,PDCD1,0.258763117768986,0,0.124065331408748,3,9,1
CD8.TPEX,Regulatory,HMGB1,CD163,0.383333333333333,2.87048875525826,3.07656817527514,3,7,1
CD8.TPEX,SPP1+ immunosuppressive,CRTAM,CADM1,0.908994045880185,0.238766321446479,0.094363125064699,3,7,1
SPP1+ immunosuppressive,CD8.TPEX,CADM1,CRTAM,0.908994045880185,0.238766321446479,0.094363125064699,3,7,1
CD8.TEX,SPP1+ immunosuppressive,TIGIT,NECTIN2,0.266666666666667,0.19008344886473,0.684235010517096,3,7,1
SPP1+ immunosuppressive,CD8.TEX,NECTIN2,TIGIT,0.266666666666667,0.19008344886473,0.684235010517096,3,7,1
SPP1+ immunosuppressive,CD8.TEX,S100A4,CCR5,1,0.676418357274181,0.969931897676926,3,7,1
SPP1+ immunosuppressive,CD8.TEX,TNF,FAS,1,0.0691935676394527,0.0986594593154654,3,7,1
CD8.TPEX,IFN-stimulated,TNFSF14,LTBR,0.351835987518778,0.501202908798997,0.295453320777401,3,9,1
SPP1+ immunosuppressive,CD8.TPEX,HLA-DRB5,LAG3,0.330787406070816,0,0.294905506436638,3,7,1
CD8.TEX,Resident M2,TIGIT,PVR,0.24788846254103,0.10048268794124,0,3,7,1
CD8.TEX,IFN-stimulated,SELPLG,ITGB2,0.481818181818182,1.05630056064365,1.26032784717126,3,9,1
Ciliated,CD8.TEX,FAM3C,CLEC2D,0.453355504597787,0.391660372623661,0.747243820321844,3,5,1
CD8.TPEX,MRC1+ M2-like,CD96,PVR,0.263891390522455,0.15650327358534,0.0937888857656841,3,9,1
SPP1+ immunosuppressive,CD8.TEX,B2M,CD247,0.666666666666667,2.13357567661288,2.27300351553032,3,7,1
CD8.TPEX,Resident M2,B2M,TFRC,1,4.11820156014464,4.86036059236022,3,7,1
SPP1+ immunosuppressive,CD8.TPEX,HBEGF,CD82,0.908994045880185,1.10410198490826,1.14125603391084,3,7,1
IFN-stimulated,CD8.TPEX,TNF,ICOS,0.0625935116511455,1.46324016613012,0.0591969025113165,3,9,1
MRC1+ M2-like,CD8.TPEX,YBX1,NOTCH1,0.179571161363962,0,0.746325798661806,3,9,1
CD8.TEX,Resident M2,HMGB1,TLR4,0.833333333333333,1.5082407676428,1.16976345414407,3,7,1
CD8.TPEX,Regulatory,SEMA4D,CD72,1,0.484808591314823,0.268193168388357,3,7,1
SPP1+ immunosuppressive,CD8.TPEX,CCL4,CCR5,0.607564832812376,0,0,3,7,1
SPP1+ immunosuppressive,CD8.TPEX,MYL9,CD69,0.157870586500368,0,0.021871818601677,3,7,1
CD8.TPEX,Resident M2,HMGB1,TLR4,0.908994045880185,1.30564920562948,0.610963034799675,3,7,1
Ciliated,CD8.TPEX,HLA-F,CD8A,0.392857142857143,3.10112876642181,1.79679565429002,3,5,1
Regulatory,CD8.TEX,ITGB2,CD226,0.516666666666667,0.686806524483988,0.916649108500087,3,7,1
SPP1+ immunosuppressive,CD8.TEX,COL1A2,ITGA1_ITGB1,1,0.119573071151442,0.0677705680644404,3,7,1
Regulatory,CD8.TEX,THBS1,CD47,0.157870586500368,0,0.0591941524959727,3,7,1
IFN-stimulated,CD8.TPEX,LGALS9,SLC1A5,0.0416033816080365,0,1.06414068065939,3,9,1
CD8.TPEX,IFN-stimulated,CCL5,SDC4,0.481818181818182,1.110737447679,0.903296315443214,3,9,1
MRC1+ M2-like,CD8.TEX,FN1,CD44,0.863636363636364,1.61469209213301,1.26390102615603,3,9,1
CD8.TPEX,Resident M2,SPN,SIGLEC1,0.0649095140443013,0,0.412950598542846,3,7,1
CD8.TPEX,IFN-stimulated,CRTAM,CADM1,0.55377503261028,0,0.00866607836954693,3,9,1
IFN-stimulated,CD8.TPEX,CADM1,CRTAM,0.55377503261028,0,0.00866607836954693,3,9,1
MRC1+ M2-like,CD8.TPEX,SNCA,LAG3,0.346653869561657,0,0.151240241407958,3,9,1
SPP1+ immunosuppressive,CD8.TEX,IL10,CD27,0.56763538459492,0.138357674894296,0.0990169412551094,3,7,1
CD8.TEX,Regulatory,HLA-B,CANX,0.666666666666667,7.91306219351871,8.03438105619173,3,7,1
CD8.TPEX,Resident M2,ANXA1,DYSF,0.330787406070816,0,0.669226490313827,3,7,1
CD8.TPEX,MRC1+ M2-like,SPN,SIGLEC1,0.781138061908823,0.622477337380321,0.513796999272502,3,9,1
CD8.TPEX,Ciliated,CALM2,MYLK,1,0.564010337980733,0.354677358817886,3,5,1
Resident M2,CD8.TPEX,HLA-F,CD8B,1,0.714283966365953,0.748077046744504,3,7,1
IFN-stimulated,CD8.TPEX,FN1,ITGA4_ITGB7,0.852282594797826,0.607968881019082,0.227646191121316,3,9,1
MRC1+ M2-like,CD8.TEX,ITGB2,CD226,0.727272727272727,0.75235718231464,0.86607669202168,3,9,1
CD8.TPEX,Ciliated,COL6A3,ITGA3_ITGB1,1,0,0,3,5,1
IFN-stimulated,CD8.TPEX,LGALS9,PTPRC,1,4.11495674078519,3.61205080994214,3,9,1
MRC1+ M2-like,CD8.TPEX,HLA-E,CD8B,1,1.45099158077794,1.61221867082988,3,9,1
CD8.TEX,IFN-stimulated,FASLG,TNFRSF1A,0.727272727272727,0.390170246827589,0.446128828053371,3,9,1
IFN-stimulated,CD8.TEX,TGFB1,CXCR4,0.727272727272727,0.750182206046698,0.935346486229641,3,9,1
CD8.TPEX,Resident M2,CCL4,CCR5,0.346892368934226,0,0.504284134233287,3,7,1
CD8.TEX,MRC1+ M2-like,TLN1,ITGB5,0.727272727272727,0.559589690245876,0.627628750675874,3,9,1
CD8.TEX,Resident M2,HLA-B,LILRB1,0.817520602641764,3.50376117221977,1.56939541872579,3,7,1
Resident M2,CD8.TPEX,CD58,CD2,0.183333333333333,0.895990909165248,0.351312377297944,3,7,1
CD8.TPEX,IFN-stimulated,CCL5,CCR5,0.209090909090909,0.988414459837617,0.567409895325741,3,9,1
CD8.TPEX,SPP1+ immunosuppressive,TNFSF14,LTBR,0.0649095140443013,1.11449722677344,0.28185980524798,3,7,1
CD8.TEX,Resident M2,HLA-A,LILRB2,0.383333333333333,2.46700969543557,3.59974567895109,3,7,1
MRC1+ M2-like,CD8.TEX,COL8A2,ITGA1_ITGB1,0.266419874644755,0.299736749669339,0.111813605526034,3,9,1
CD8.TPEX,SPP1+ immunosuppressive,FASLG,TNFRSF10B,0.356038263589787,0,0.123069090999293,3,7,1
Regulatory,CD8.TPEX,THBS1,SDC4,0.416074702812503,0,0,3,7,1
CD8.TEX,Ciliated,S100A4,ERBB2,0.133701125808964,0.700041270599848,0.416977866410174,3,5,1
CD8.TPEX,SPP1+ immunosuppressive,TIGIT,NECTIN2,0.383333333333333,0.166917594344899,0.702657880055688,3,7,1
SPP1+ immunosuppressive,CD8.TPEX,NECTIN2,TIGIT,0.383333333333333,0.166917594344899,0.702657880055688,3,7,1
CD8.TEX,SPP1+ immunosuppressive,CCL5,SDC4,0.666666666666667,0.797243666087137,0.79540177196382,3,7,1
IFN-stimulated,CD8.TPEX,CD59,CD2,0.863636363636364,0.880540153067242,0.815353452218601,3,9,1
IFN-stimulated,CD8.TPEX,TGFB1,CXCR4,0.372727272727273,0.492176171427802,0.933098553031671,3,9,1
CD8.TPEX,MRC1+ M2-like,TNFSF9,PVR,0.825862587188674,0,0,3,9,1
SPP1+ immunosuppressive,CD8.TPEX,TNF,FAS,0.626779617839388,0,0.0156185263057534,3,7,1
IFN-stimulated,CD8.TEX,SPP1,CD44,0.781138061908823,0.820062572729098,0.789459796336527,3,9,1
CD8.TEX,SPP1+ immunosuppressive,HLA-A,APLP2,1,7.36873282255026,7.1311892882866,3,7,1
CD8.TPEX,Regulatory,HLA-B,CANX,0.833333333333333,7.53575616853899,7.71492285948749,3,7,1
CD8.TEX,Regulatory,RPS19,C5AR1,0.383333333333333,5.58717566409008,6.61207817044072,3,7,1
SPP1+ immunosuppressive,CD8.TEX,CLEC11A,ITGB1,0.183333333333333,0.286798187721578,0.510843578010217,3,7,1
Resident M2,CD8.TEX,LGALS9,HAVCR2,1,1.04565432320821,1.03087517408054,3,7,1
SPP1+ immunosuppressive,CD8.TEX,CD58,CD2,0.0166666666666667,0.231772248816663,0.712695703770531,3,7,1
CD8.TPEX,Ciliated,GNAI2,PTPRU,0.359396770820519,0.722117683020371,0.159300839061813,3,5,1
Regulatory,CD8.TPEX,YBX1,NOTCH1,0.330787406070816,0,0.673723467391937,3,7,1
Resident M2,CD8.TPEX,LGALS1,PTPRC,0.516666666666667,8.65712152764211,4.87643399489289,3,7,1
Resident M2,CD8.TEX,DLL1,NOTCH1,1,0,0,3,7,1
Regulatory,CD8.TEX,THBS1,PTPRJ,0.157870586500368,0,0.0508240313155832,3,7,1
CD8.TPEX,SPP1+ immunosuppressive,TIGIT,PVR,0.360475232200422,0,0.0915456183200947,3,7,1
Resident M2,CD8.TPEX,YBX1,NOTCH1,0.330787406070816,0,0.5418575213821,3,7,1
SPP1+ immunosuppressive,CD8.TPEX,NECTIN2,CD96,0.383333333333333,0.457067143343595,0.685409714045361,3,7,1
IFN-stimulated,CD8.TEX,LGALS9,PTPRC,1,4.37198282378927,3.94536201136492,3,9,1
CD8.TEX,Regulatory,SEMA4D,CD72,0.819168181753721,0.215647419255209,0.350079224690737,3,7,1
CD8.TEX,Ciliated,SIRPG,CD47,0.392857142857143,0.662788020611886,0.477574851933161,3,5,1
Ciliated,CD8.TEX,CD47,SIRPG,0.392857142857143,0.662788020611886,0.477574851933161,3,5,1
SPP1+ immunosuppressive,CD8.TPEX,TNFSF15,TNFRSF25,0.797351470111364,0,0,3,7,1
IFN-stimulated,CD8.TPEX,HLA-F,CD8B,0.709584935745479,0.74766327798104,0.63199891683202,3,9,1
IFN-stimulated,CD8.TEX,CCL7,CCR5,0.711048465307932,0.113311074655131,0.160779409336446,3,9,1
IFN-stimulated,CD8.TEX,CCL4,CCR5,0.863636363636364,0.553097848866443,0.701091708775435,3,9,1
Resident M2,CD8.TEX,CCL2,CCR5,0.261993721200727,0,0,3,7,1
Regulatory,CD8.TPEX,HLA-F,CD8B,0.817520602641764,0.586891593703477,0.437194798103117,3,7,1
CD8.TEX,Resident M2,HLA-C,LILRB1,0.644461295362125,3.71038251439579,1.55817560668706,3,7,1
