source,target,ligand,receptor,p_value,median_MPR,median_nonMPR,n_MPR,n_nonMPR,p_adj
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),CD8.TEX,HLA-C,CD3D,0.565517187264799,6.38178055164349,6.73715993354571,10,39,0.924367547891978
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TEX,HLA-E,CD8A,0.567331175792137,4.83881006443411,4.9994419121585,9,39,0.924367547891978
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TPEX,HLA-E,CD8B,0.561120773765904,2.15824278365502,2.55523318545975,9,39,0.924367547891978
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TPEX,CD14,ITGA4,0.578893623261333,1.29973191454776,1.36423313853198,9,39,0.924966502296669
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TEX,HLA-B,CD8B,0.58513823664785,4.9211352038513,4.29870290165002,9,39,0.924966502296669
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),CD8.TPEX,FN1,ITGA4_ITGB1,0.585088354304508,0.457740697655912,0.407890977278494,10,40,0.924966502296669
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TEX,CD86,CTLA4,0.575970604683245,1.12796417508666,1.13073389330662,7,36,0.924966502296669
CD8.TEX,IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),HLA-F,LILRB2,0.575970604683245,1.10432453315219,0.954992828691848,7,36,0.924966502296669
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TEX,HLA-B,CD8A,0.585452208976361,8.16631904989771,7.88115149438947,9,38,0.924966502296669
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TPEX,HLA-C,CD8A,0.57139252215677,7.31331811282233,7.2710760724815,7,37,0.924966502296669
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TPEX,HLA-E,CD8A,0.57139252215677,5.26100370433793,5.44275436547382,7,37,0.924966502296669
CD8.TPEX,IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),HLA-C,LILRB2,0.574423179567984,3.60659637642022,3.15822540417936,7,37,0.924966502296669
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),CD8.TPEX,MMP9,CD44,0.584183466934562,0.236982992704708,0.321503811939379,10,40,0.924966502296669
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TPEX,VCAN,ITGB1,0.580523880655604,0,0.530664747098783,7,37,0.924966502296669
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TEX,B2M,CD247,0.572654689590535,3.85169071731923,4.20352322079895,7,36,0.924966502296669
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TPEX,HLA-B,CD8B,0.585366608492535,3.72588100456952,3.30134125925262,7,37,0.924966502296669
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TPEX,HLA-C,CD8B,0.578768628873087,2.98829746573859,3.096273398208,9,40,0.924966502296669
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TEX,CD86,CTLA4,0.587119343028636,0.77622150215304,0.786258376434209,7,36,0.925703504039014
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TEX,HLA-B,CD8A,0.64043473778674,8.84498992193906,8.52284701486878,7,36,0.928158571663224
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TEX,B2M,CD3D,0.622672246273636,8.78561924402381,9.80191005754902,9,38,0.928158571663224
Proliferating TAMs (cycling/MKI67+),CD8.TEX,MMP9,CD44,0.629189881555709,0.991352628292709,0.302044631356805,7,31,0.928158571663224
CD8.TEX,IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),B2M,LILRB2,0.621671771266703,4.72804137191656,4.22553829633375,7,36,0.928158571663224
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TPEX,SECTM1,CD7,0.641622637205404,1.08262148685305,1.60850702879392,7,37,0.928158571663224
CD8.TPEX,IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),HLA-A,LILRB2,0.596485898165556,3.6021437219892,3.41332248652267,7,37,0.928158571663224
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TEX,HLA-C,CD3G,0.64043473778674,5.12229522207574,4.78150302268246,7,36,0.928158571663224
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TEX,HLA-E,CD8A,0.594884563777301,6.26864630855039,5.89025746584159,7,36,0.928158571663224
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TEX,F13A1,ITGB1,0.616905699751289,0.884559128087773,0.713252716513174,9,38,0.928158571663224
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TEX,HLA-A,CD8B,0.617484471411689,4.58973783895885,4.53193411024412,7,36,0.928158571663224
CD8.TPEX,Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),HMGB1,TLR2,0.63436906935698,1.70366522803188,1.35314216499652,9,39,0.928158571663224
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TEX,HLA-C,CD8B,0.617484471411689,4.69256868491838,4.24435801344145,7,36,0.928158571663224
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TEX,HLA-A,CD3G,0.617484471411689,5.53829602578747,5.22035340561992,7,36,0.928158571663224
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TEX,B2M,CD3G,0.64043473778674,7.75679258980272,7.00613418391959,7,36,0.928158571663224
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),CD8.TEX,HLA-B,KLRD1,0.633652639393039,3.00801150134292,2.9194284915997,10,39,0.928158571663224
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TEX,HLA-E,CD8B,0.64043473778674,3.18073544691453,2.83950627825836,7,36,0.928158571663224
CD8.TEX,IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),IFNG,IFNGR1_IFNGR2,0.64043473778674,1.02076730275336,0.993465541310989,7,36,0.928158571663224
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TEX,HLA-C,CD3G,0.64043473778674,4.38769606185043,4.4740281511627,7,36,0.928158571663224
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TPEX,HLA-DRB1,LAG3,0.607660048794617,3.49854942614257,3.48752616832388,7,37,0.928158571663224
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),CD8.TEX,HLA-C,CD3G,0.616303791401319,4.52235891447817,4.39533468048559,10,39,0.928158571663224
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TEX,ICAM1,IL2RG,0.621671771266703,1.02063216562695,1.21690777240545,7,36,0.928158571663224
CD8.TPEX,IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),B2M,LILRB2,0.618926623407163,4.59528901231743,4.14502424937105,7,37,0.928158571663224
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TEX,HLA-A,CD8B,0.64164529013813,4.38843353405424,3.95835968130284,9,38,0.928158571663224
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TEX,B2M,CD3G,0.64164529013813,6.05250041598812,6.53981800438409,9,38,0.928158571663224
Proliferating TAMs (cycling/MKI67+),CD8.TEX,B2M,CD3G,0.631742810922378,6.10532333909037,6.83128813385592,7,31,0.928158571663224
CD8.TPEX,IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),HLA-F,LILRB2,0.596369391901896,0.739907190501322,1.00122700012031,7,37,0.928158571663224
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TEX,VEGFA,CD44,0.621482821152029,1.56954350497949,1.49886723107013,9,39,0.928158571663224
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TPEX,HLA-DQA1,LAG3,0.596404560912445,1.74640793988264,1.99365725973269,9,40,0.928158571663224
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TPEX,F13A1,ITGA4,0.610249258463013,0.320393023652807,0.255545129757793,7,37,0.928158571663224
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TPEX,HLA-C,CD8A,0.615060716219029,6.71174860311966,6.09080381360792,7,37,0.928158571663224
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TPEX,HLA-E,CD8A,0.615060716219029,4.66728552734189,4.94288492694978,7,37,0.928158571663224
CD8.TPEX,Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),HLA-F,LILRB2,0.630054245225558,0.65159635483345,0.982071613977072,7,37,0.928158571663224
CD8.TPEX,Proliferating TAMs (cycling/MKI67+),IFNG,IFNGR1_IFNGR2,0.62027860369464,0.679359832293115,0.637566732143897,7,32,0.928158571663224
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TPEX,HLA-C,CD3D,0.615060716219029,5.86437122171415,5.99181783073866,7,37,0.928158571663224
CD8.TEX,Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD99,PILRA,0.63309471317779,0.883754185620848,1.07061654514487,7,36,0.928158571663224
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TPEX,HLA-B,CD8B,0.596554531647752,3.50965973039379,3.56923381433955,9,40,0.928158571663224
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TPEX,RETN,CAP1,0.626799888466507,0.174409890995817,0.542108108806509,7,37,0.928158571663224
Proliferating TAMs (cycling/MKI67+),CD8.TPEX,HLA-B,CD3G,0.595291575741672,3.22633739266684,3.57941860463424,7,32,0.928158571663224
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TPEX,HBEGF,CD82,0.630054245225558,0.53306536892995,0.736726591405475,7,37,0.928158571663224
Proliferating TAMs (cycling/MKI67+),CD8.TPEX,HLA-A,CD3D,0.628565346831601,5.42804203965352,5.63663503123871,7,32,0.928158571663224
Proliferating TAMs (cycling/MKI67+),CD8.TPEX,HLA-C,CD3G,0.62027860369464,2.81044704967446,3.25508511567109,7,32,0.928158571663224
CD8.TEX,TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),CD99,CD81,0.599159893564292,3.77760152351651,3.59712854712312,10,39,0.928158571663224
Proliferating TAMs (cycling/MKI67+),CD8.TEX,HLA-DQB2,LAG3,0.602020730432504,0.0531572753309362,0.240185316346542,7,31,0.928158571663224
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TPEX,MRC1,PTPRC,0.627615344816321,0.835532453034912,1.40124824009455,7,37,0.928158571663224
CD8.TEX,IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),HLA-B,LILRB2,0.645097397805396,4.62372215922412,3.18073497489246,7,36,0.929663726556935
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TEX,HBEGF,CD82,0.644672363480653,0.633115976312995,0.651416535425211,7,36,0.929663726556935
Proliferating TAMs (cycling/MKI67+),CD8.TPEX,MMP9,CD44,0.652976971416972,1.02076026590123,0.368656085758133,7,32,0.937771702873333
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TPEX,HLA-DQB1,LAG3,0.653156166592711,1.55761500058947,1.71687540869293,7,37,0.937771702873333
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TEX,FN1,ITGA4_ITGB7,0.65683643155619,0.69296919919368,0.765595334073559,7,36,0.938329806254709
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TPEX,HLA-B,CD8A,0.660073357994067,7.24408524451319,7.16842489172155,7,37,0.938329806254709
CD8.TEX,Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),HLA-F,LILRB2,0.656945589118783,0.628978348215267,1.00280873069325,7,36,0.938329806254709
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TEX,B2M,CD247,0.660847061992616,3.33016355619737,3.69896854424188,9,38,0.938329806254709
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TEX,B2M,CD247,0.658741252136477,3.88448950109983,3.82961589728003,9,39,0.938329806254709
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TPEX,TGFB1,CXCR4,0.660073357994067,2.08200342522809,3.25135182728455,7,37,0.938329806254709
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TEX,HLA-B,KLRD1,0.663719784506721,2.86164265558811,2.86408872985426,7,36,0.940676385762283
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TPEX,CXCL11,CXCR3,0.683507273957708,0.121033959063511,0.315272461431757,7,37,0.945192546986485
CD8.TPEX,Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),HMGB1,THBD,0.688973036843586,2.05658615581404,1.64178728153868,9,40,0.945192546986485
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TEX,CXCL12,CXCR3,0.684368683835793,0,0.000537282888069085,9,38,0.945192546986485
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TEX,HLA-B,KLRD1,0.687318012839701,3.30536362386851,2.88887737660733,7,36,0.945192546986485
CD8.TPEX,Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD28,CD86,0.672593328974375,0.099778502838194,0.168029218663725,7,37,0.945192546986485
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TPEX,CD86,CD28,0.672593328974375,0.099778502838194,0.168029218663725,7,37,0.945192546986485
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TEX,HLA-E,CD8B,0.67768913609453,2.97366985267443,2.93207921829472,9,39,0.945192546986485
CD8.TPEX,Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),HLA-A,LILRB1,0.672557798522801,1.43050316850114,1.45784777451268,9,39,0.945192546986485
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TPEX,ICAM1,IL2RG,0.679249424657883,0.831259703569307,0.679171234201941,9,40,0.945192546986485
CD8.TPEX,IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),HLA-B,LILRB2,0.688341647034958,4.11668436677653,3.40155698795736,7,37,0.945192546986485
Proliferating TAMs (cycling/MKI67+),CD8.TEX,HLA-E,CD8B,0.685226195094616,2.5162861264687,2.76147640240511,7,31,0.945192546986485
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TPEX,TNFSF13,FAS,0.676471262245652,0.373615192136308,0.368227976583875,7,37,0.945192546986485
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TEX,HLA-C,CD3G,0.680266559738677,4.49537045845126,4.24591352913933,9,38,0.945192546986485
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TPEX,HLA-B,CD3D,0.683041650113328,6.82796292744955,6.80942469839295,7,37,0.945192546986485
CD8.TEX,Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),HLA-C,LILRB2,0.68089998078383,2.89197318811072,3.63259987736139,7,36,0.945192546986485
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TPEX,HLA-C,CD3G,0.688247951239127,3.31393154158832,3.81990820169048,7,37,0.945192546986485
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TPEX,HLA-B,CD3D,0.683041650113328,6.52755546151367,6.33664795309757,7,37,0.945192546986485
Proliferating TAMs (cycling/MKI67+),CD8.TPEX,HLA-C,CD3D,0.6737973429954,5.39680625184053,5.71333816183057,7,32,0.945192546986485
CD8.TEX,Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),HMGB1,CD163,0.69502390458747,2.40468195044359,2.09038029190175,9,38,0.945401379749059
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),CD8.TPEX,B2M,CD3D,0.693478006544287,9.35166828971121,9.21976306552183,10,40,0.945401379749059
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TPEX,F13A1,ITGA4,0.691501711813293,0.653293704149588,0.547564466774872,9,39,0.945401379749059
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TEX,ADO,ADORA2A,0.699420412900716,0,0,7,36,0.945401379749059
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TPEX,HLA-A,CD8B,0.700161073718175,3.27331345293093,3.84223027578767,7,37,0.945401379749059
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TPEX,LYZ,ITGAL,0.699636793742614,1.01339398357904,1.10165503820399,7,37,0.945401379749059
CD8.TPEX,Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),HMGB1,TLR2,0.699353348735408,0.945646802441456,1.0043539403378,7,37,0.945401379749059
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TPEX,HLA-A,CD8B,0.700161073718175,3.59003738252158,3.28819928148,7,37,0.945401379749059
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TEX,APP,RPSA,0.691938917989002,1.03738097551896,1.2471674022479,9,39,0.945401379749059
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),CD8.TEX,HLA-B,CD3G,0.704938132774494,4.9811988413697,5.08149358630246,10,39,0.950187588057929
Proliferating TAMs (cycling/MKI67+),CD8.TPEX,B2M,CD3D,0.70692507225015,8.63211774204384,8.82057285522081,7,32,0.95120284590727
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TEX,HLA-C,CD8A,0.711212541018195,7.58039572795392,6.75602144334571,7,36,0.951426008790388
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TEX,HLA-C,CD3D,0.711212541018195,6.89657967366873,7.17276045107941,7,36,0.951426008790388
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TEX,LYZ,ITGAL,0.711212541018195,1.46995196846286,1.39234697642628,7,36,0.951426008790388
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TPEX,HLA-C,CD3G,0.712026987123286,3.11280445194293,3.28535889654784,7,37,0.951426008790388
CD8.TEX,IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),HLA-A,LILRB2,0.717436404138039,3.63528062330258,3.49362597214951,7,36,0.95699561866856
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),CD8.TEX,MRC1,PTPRC,0.719064082812843,2.18134453035025,1.66744509752433,10,39,0.957510203538346
CD8.TPEX,Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),HSPA8,LDLR,0.720659576149546,0.408420723566492,0.384029284190799,7,37,0.957980229674655
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TEX,MRC1,PTPRC,0.728591130378761,1.22641357919506,1.40501587284236,7,36,0.966856732395911
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TEX,HLA-B,CD8A,0.735379846285301,8.1003399781735,8.43073804676037,7,36,0.968472607198235
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TEX,HLA-B,CD8A,0.735683221670388,8.10700610973731,8.20035638872329,9,39,0.968472607198235
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TEX,HLA-B,CD3D,0.735379846285301,8.10862218367365,8.10519014372705,7,36,0.968472607198235
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TEX,HLA-B,CD3D,0.735683221670388,7.25658433902288,7.82746533775992,9,39,0.968472607198235
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TPEX,B2M,CD3G,0.736089426482706,4.18204676900275,5.61505931897473,7,37,0.968472607198235
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),CD8.TEX,LGALS1,CD69,0.741593934804824,6.78152061322428,6.7099270735127,10,39,0.972396128800203
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),CD8.TEX,LYZ,ITGAL,0.741593934804824,1.32983779327615,1.20248213527058,10,39,0.972396128800203
CD8.TEX,Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),HMGB1,THBD,0.775194296529647,2.34815706962122,1.88965755816377,9,39,0.973018062152247
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TEX,S100A8,CD69,0.779599612169733,3.0851405552576,3.36800602409299,7,36,0.973018062152247
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TPEX,HLA-DQA1,LAG3,0.772736921680627,2.31991049169802,2.4460528838642,7,37,0.973018062152247
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),CD8.TEX,B2M,CD3D,0.760143067659937,11.1622377800982,10.9791574148712,10,39,0.973018062152247
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TEX,HLA-B,CD8A,0.784452847951072,8.32833384074661,8.01354873126661,7,36,0.973018062152247
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TEX,HLA-C,CD8A,0.784452847951072,8.124723144983,8.14242689529473,7,36,0.973018062152247
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TEX,HLA-E,CD8A,0.780233064322658,5.26286050710348,5.58026557604281,9,38,0.973018062152247
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TEX,B2M,CD3G,0.784452847951072,6.39388143475666,7.14837444062302,7,36,0.973018062152247
CD8.TEX,Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CCL5,SDC4,0.77907821115596,1.49046088918132,1.03464729648892,7,36,0.973018062152247
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TEX,HLA-A,CD3G,0.784452847951072,5.21876638273384,5.05655359263096,7,36,0.973018062152247
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TEX,B2M,KLRD1,0.784452847951072,3.9627931851503,3.81049841945416,7,36,0.973018062152247
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),CD8.TEX,B2M,KLRD1,0.778826625905128,4.45316444475873,4.0673683975162,10,39,0.973018062152247
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TEX,HLA-B,CD3D,0.75980149524049,7.34856489972873,7.55155764320506,7,36,0.973018062152247
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TPEX,CXCL16,CXCR6,0.771448782939808,0.605421906072646,0.595357473913788,7,37,0.973018062152247
Proliferating TAMs (cycling/MKI67+),CD8.TPEX,HLA-B,CD8A,0.760929194365727,6.62510702235004,7.46036890515254,7,32,0.973018062152247
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TEX,C3,IFITM1,0.776370711541027,1.24237214838213,1.13527939420268,9,38,0.973018062152247
CD8.TEX,Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),RPS19,C5AR1,0.755361531452764,5.68083149620623,4.59434341808177,9,39,0.973018062152247
CD8.TPEX,Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),ANXA1,FPR1,0.748005468418833,1.46987989763986,1.46728265086954,7,37,0.973018062152247
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),CD8.TPEX,FN1,CD44,0.77096516279413,0.930603511198968,0.817477810568409,10,40,0.973018062152247
CD8.TEX,Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),HLA-A,LILRB1,0.776490316429265,1.4334665757379,1.47145089976333,9,38,0.973018062152247
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TPEX,CXCL16,CXCR6,0.77005137036259,0.757513279561663,0.621304881935958,9,39,0.973018062152247
CD8.TEX,Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CIRBP,TREM1,0.779306778872471,0.575823524591002,0.990619181097431,7,36,0.973018062152247
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TPEX,CXCL16,CXCR6,0.765560826627604,0.651738680090454,0.525026407115739,9,40,0.973018062152247
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),CD8.TEX,B2M,KLRC1,0.756488906684047,2.09711641684803,1.70324952396415,10,39,0.973018062152247
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TEX,HLA-C,CD3D,0.784452847951072,6.76554447201738,7.21798718633248,7,36,0.973018062152247
CD8.TPEX,IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),HLA-C,LILRA1,0.758120810890399,0.411226669732225,0.295500285616048,7,37,0.973018062152247
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TEX,C1QB,C1QBP,0.745531761392526,0.794252378473756,0.811343496376471,9,38,0.973018062152247
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TEX,CXCL16,CXCR6,0.754631039142515,0.821687598799248,0.845656178715409,7,36,0.973018062152247
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TEX,HLA-B,KLRD1,0.759897147258695,2.73957691299678,2.89749902748357,9,38,0.973018062152247
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TPEX,ICAM1,IL2RG,0.751134549296105,0.762543796572923,0.808883629027261,9,39,0.973018062152247
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TPEX,HLA-B,CD3G,0.784976958052785,3.80034534082681,4.27834288949901,7,37,0.973018062152247
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TPEX,HLA-B,CD3D,0.777561647833613,6.98992454856555,6.81101172161136,7,37,0.973018062152247
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TEX,GNAI2,CXCR3,0.784452847951072,0.887877081907618,0.930306876324056,7,36,0.973018062152247
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TPEX,B2M,CD247,0.772736921680627,3.14195770296888,3.1521957592274,7,37,0.973018062152247
CD8.TPEX,Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),RPS19,C5AR1,0.789881612016354,5.53144167466127,4.7817653551796,9,40,0.977526039911089
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TPEX,CXCL9,CXCR3,0.819996662357912,0.39691794785075,0.423633158379032,7,37,0.982279990922697
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TEX,S100A8,CD69,0.830651087196481,4.91448131425804,4.93700966724487,7,36,0.982279990922697
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TPEX,CD14,ITGA4,0.822158023805829,1.80288642494669,1.17394698096279,7,37,0.982279990922697
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TPEX,HLA-B,CD8A,0.801753773587072,8.26213964700422,8.07592656174177,7,37,0.982279990922697
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TPEX,B2M,CD3D,0.826128882014484,8.65348157701268,9.17194700042761,7,37,0.982279990922697
